0,"","","","","","","","","","","","",""
218,"NARCCAP, SRES A2, ANNUAL MAXIMUM NUMBER OF CONSECUTIVE DAYS TMAX > 95","Simulated difference in the mean annual maximum number of consecutive days with a maximum temperature greater than 95F (TMAX > 95F) for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change (see text). Mean annual maximum number of consecutive days with TMAX > 95F for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with TMAX > 95F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. Increases are largest in the southeastern portion of the region.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
219,"NARCCAP summary statistics (temperature)","Multi-model means and standard deviations of the simulated annual mean change in select temperature variables from 9 NARCCAP simulations for the Northwest region. Multi-model means from the 11 Daily_CMIP3 simulations are also shown for comparison. Analyses are for the 2041-2070 time period with respect to the reference period of 1971-2000, for the high (A2) emissions scenario.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
220,"NARCCAP, SRES A2, LENGTH OF FROST-FREE SEASON","Simulated difference in the mean annual length of the frost-free season for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the length of the frost-free season, and more than 67% agree on the sign of the change (see text). Annual mean length of the frost-free season for the 1980-2000 reference period (bottom left). Simulated mean annual length of the frost-free season for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. Projected increases in the length of the frost-free season are greatest in areas west of the Cascades. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
221,"NARCCAP, SRES A2, ANNUAL TOTAL COOLING DEGREE DAYS","Simulated difference in the mean annual number of cooling degree days for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of cooling degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of cooling degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of cooling degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. Increases are simulated everywhere, with the greatest increases occurring in southern Idaho and Oregon and southeastern Washington. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
222,"NARCCAP, SRES A2, ANNUAL TOTAL HEATING DEGREE DAYS","Simulated difference in the mean annual number of heating degree days for the Northwest region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in in the number of heating degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of heating degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of heating degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The largest simulated increases are seen in southeastern Idaho, and the smallest increases, along the coast. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
223,"CMIP3, MULTI-MODEL MEAN SIMULATION Precipitation Difference (%) from 1971-2000","Simulated difference in annual mean precipitation (%) for the Northwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. These projections are multi-model means from the 15 CMIP3 global climate simulations for the high (A2) and low (B1) emissions scenarios. Color only (category 1) indicates that less than 50% of the models show a statistically significant change in precipitation. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in precipitation, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in precipitation, but less than 67% agree of the sign of the change (see text). Models simulate increases almost everywhere, and the changes generally become larger moving northward. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3_TTest","","","","",""
224,"Model mean precipitation distribution summary (annual)","Distribution of the simulated annual mean change in precipitation (%) from the 15 CMIP3 models for the Northwest region. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Also shown are values from the distribution of the 9 NARCCAP models (NARCCAP) for 2041-2070, A2 only.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
225,"NARCCAP, SRES A2, PRECIPITATION CHANGE","Simulated difference in annual and seasonal mean precipitation (%) for the Northwest region, for 2041-2070 with respect to the reference period of 1971-2000. These projections are multi-model means from 9 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that the top and bottom color scales are unique, and different from that of Fig. 21. The simulated annual change is mostly upward, with drying seen in southwestern Oregon and central Idaho. Changes are mostly upward in winter, spring, and fall, and downward in summer. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
226,"Model mean precipitation distribution summary (seasonal)","Distribution of the simulated seasonal mean change in precipitation (%) from the 15 CMIP3 models for the Northwest region. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for the 2071-2099 time period with respect to the reference period of 1971-2000.","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
227,"Model mean precipitation scatterplot (annual)","Simulated annual mean precipitation change (%) for the Northwest region, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (SRESA2) and low (SRESB1) emissions scenarios. Also shown for 2041-2070 (high emissions scenario only) are values for the 9 NARCCAP models (NARCCAP), as well as for the 4 GCMs used to drive the NARCCAP simulations (NARCCAP_GCMs). The small plus signs indicate each individual model and the circles depict the multi-model means. The ranges of model-simulated changes are very large compared to the mean changes and to differences between the A2 and B1 scenarios. ","Northwest","Simulated","","CLIMATE OF THE NORTHWEST U.S.","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
